keyword,title,follower_count,answer_count,visit_count,ratio,url,id
北京城市病,为了疏散北京的非首都功能，可不可以新建一座「医疗都市」来吸引全国各地的重病患者前来看病养疗？,341,67,178141,5.1,https://www.zhihu.com/question/57153032,57153032
北京为什么这么堵,堵车最根本的原因是什么？是路太窄车太多吗？,315,244,974882,1.3,https://www.zhihu.com/question/275302535,275302535
北京为什么这么堵,路修的太多也会造成堵车吗？,306,40,41655,7.7,https://www.zhihu.com/question/32463427,32463427
北京城市病,北京的医疗水平比起其他的大城市高很多吗？为什么那么多人要到北京看病呢？,299,48,267657,6.2,https://www.zhihu.com/question/39913306,39913306
雄安新区,如何看待《现代化首都都市圈空间协同规划（2023－2035年）》获批？,296,96,523123,3.1,https://www.zhihu.com/question/2001720666693591908,2001720666693591908
北京为什么这么堵,北京这么堵，为什么还是有很多上班族宁愿开车也不选择公共交通？,253,196,583628,1.3,https://www.zhihu.com/question/519602310,519602310
雄安新区,如果北京所有高校都搬离北京，迁至雄安新区，会怎么样？,212,100,604697,2.1,https://www.zhihu.com/question/1980976876907414087,1980976876907414087
北京城市病,如果让你重新给北京城市规划，你会怎么做?,204,88,630802,2.3,https://www.zhihu.com/question/1891267433706288462,1891267433706288462
北京为什么这么堵,专家称北京拥堵主因是网约车，一辆网约车每天上路时长约等于八辆私家车，打车太便宜应涨价，如何看待此事？,188,141,147542,1.3,https://www.zhihu.com/question/595164437,595164437
北京为什么这么堵,有什么事情是你去了北京才知道的？,175,80,332006,2.2,https://www.zhihu.com/question/13381521224,13381521224
北京城市病,中国城镇化进程有什么弊端？,172,23,121158,7.5,https://www.zhihu.com/question/50525757,50525757
北京为什么这么堵,当一个北京人是什么感受？,169,99,283273,1.7,https://www.zhihu.com/question/667844444,667844444
北京为什么这么堵,北上广三城市为什么就北京堵车？,167,33,230677,5.1,https://www.zhihu.com/question/39402290,39402290
北京为什么这么堵,你们认为北京不适合普通人居住生活的点是什么?,155,80,199716,1.9,https://www.zhihu.com/question/656522288,656522288
北京为什么这么堵,北京交通拥堵问题是否在改善？,154,109,483125,1.4,https://www.zhihu.com/question/637269829,637269829
雄安新区,雄安新区的你，择偶标准是怎样的？,120,26,201611,4.6,https://www.zhihu.com/question/422954227,422954227
京津冀协同发展,如何看待京津冀协调发展5年来，河北GDP排名由第6降到第13名，人均GDP全国倒数第6？,109,28,237430,3.9,https://www.zhihu.com/question/367733586,367733586
雄安新区,雄安新区2024年常住人口比2020年增长16万人，怎么看这一趋势？,86,29,343465,3.0,https://www.zhihu.com/question/1892983634539037835,1892983634539037835
雄安新区,要不要去雄安工作？,79,46,501057,1.7,https://www.zhihu.com/question/1981316065981126496,1981316065981126496
北京为什么这么堵,如果放开北京车牌，会加剧拥堵吗？,69,65,190911,1.1,https://www.zhihu.com/question/1998773275858318487,1998773275858318487
京津冀协同发展,京津冀究竟是不是一个城市群？,68,34,130265,2.0,https://www.zhihu.com/question/449262911,449262911
北京为什么这么堵,对于北京的交通拥堵你有什么高招？,66,53,213721,1.2,https://www.zhihu.com/question/405698396,405698396
京津冀协同发展,《现代化首都都市圈空间协同规划》提出将建成以首都为核心的世界一流都市圈，有哪些重要意义？,62,28,105062,2.2,https://www.zhihu.com/question/2001852960133641052,2001852960133641052
京津冀协同发展,环京津地区的发展情况为什么不如环上海地区？,55,40,43179,1.4,https://www.zhihu.com/question/653066057,653066057
雄安新区,雄安新区的发展，能推进“把北京、天津、保定连成一片”吗？,47,32,99246,1.5,https://www.zhihu.com/question/1971196061835039207,1971196061835039207
京津冀协同发展,“大力发展京津冀城市群”冲上热搜，但京津冀严重缺水，现在是否已经是发展上限？未来进一步发展是否很难？,38,21,65472,1.8,https://www.zhihu.com/question/1948818553621939635,1948818553621939635
京津冀协同发展,河北省在京津冀发展中扮演的一个什么角色？,34,22,29807,1.5,https://www.zhihu.com/question/310279575,310279575
北京为什么这么堵,北京是怎么被评为大陆最宜居城市的？,32,12,41162,2.7,https://www.zhihu.com/question/38284642,38284642
京津冀协同发展,在京津冀协同发展的宏大背景下，未来河北省的城市会不会分化发展？,30,18,36549,1.7,https://www.zhihu.com/question/1974242550169744351,1974242550169744351
北京城市病,为什么现在大城市里，比如北京，很多 50、60岁 人的心脑血管疾病发病率越来越高？,27,5,6988,5.4,https://www.zhihu.com/question/19556540,19556540
雄安新区,未来30年，雄安新区和深圳特区，哪个地方更有发展潜力呢？,25,16,77583,1.6,https://www.zhihu.com/question/2218666782,2218666782
雄安新区,有北京集体户口、已婚未育、将要疏解到雄安（一类），打算买房，有50个首付，应该买北京老破小还是雄安？,24,14,34101,1.7,https://www.zhihu.com/question/1968378755987780029,1968378755987780029
雄安新区,未来雄安新区会适合年轻人的发展吗？,23,14,35777,1.6,https://www.zhihu.com/question/637536506,637536506
北京城市病,北京人一般如何看病？外地人来北京看病那么难，北京人自己怎么办？,22,9,18919,2.4,https://www.zhihu.com/question/42098560,42098560
北京为什么这么堵,为什么东京有800万辆机动车但堵车并不严重？和北京最主要的不同是什么？,22,11,25409,2.0,https://www.zhihu.com/question/24095426,24095426
北京城市病,目前中国的人口是否在大城市过度集中了?,20,12,14121,1.7,https://www.zhihu.com/question/530400823,530400823
京津冀协同发展,天津发展潜力怎么样？天津还有戏么？和青岛郑州济南西安比潜力怎么样?,19,14,10946,1.4,https://www.zhihu.com/question/1917906481510065911,1917906481510065911
雄安新区,保定在河北省还有前途吗？,13,13,17967,1.0,https://www.zhihu.com/question/1943048299142703029,1943048299142703029
京津冀协同发展,为什么天津会成为直辖市？,13,8,934,1.6,https://www.zhihu.com/question/1908219526648141667,1908219526648141667
雄安新区,雄安新区未来将怎么发展呢？,12,13,9911,0.9,https://www.zhihu.com/question/1939624052168818956,1939624052168818956
雄安新区,雄安新区会成为河北新省会吗？,10,7,8876,1.4,https://www.zhihu.com/question/2003759879047910764,2003759879047910764
雄安新区,马上定居到雄安了，2026年初这个节点，是买房还是租房？（带老婆孩子一起）?,8,7,2843,1.1,https://www.zhihu.com/question/2002093713753669840,2002093713753669840
北京城市病,国外有没有城市病这个概念？,8,5,5751,1.6,https://www.zhihu.com/question/66113489,66113489
北京城市病,如何看待上海的大城市病？,8,5,2357,1.6,https://www.zhihu.com/question/664415785,664415785
雄安新区,北京 4 所高校雄安校区首批建筑封顶，将如何助力雄安新区发展新质生产力？,6,5,11493,1.2,https://www.zhihu.com/question/1987430090385147639,1987430090385147639
雄安新区,为啥雄安新区没有联合国总部？,6,4,3033,1.5,https://www.zhihu.com/question/4083444796,4083444796
京津冀协同发展,这么近那么美，周末到河北，京津冀迈向世界级城市群还有多远？,5,3,412,1.7,https://www.zhihu.com/question/1970145791793435682,1970145791793435682
北京城市病,在北上广深打拼，你觉得最大的「城市病」是什么？,4,4,490,1.0,https://www.zhihu.com/question/1988934357457601298,1988934357457601298
北京为什么这么堵,北京往年过年前二十天人就会减少很多，环路上不会很堵。为什么都今天了还是堵得一塌糊涂。？,4,2,278,2.0,https://www.zhihu.com/question/2003131817864238800,2003131817864238800
北京为什么这么堵,为什么在北京大家通勤都首选坐地铁，而不是开车？（即使是家里有车的情况下）?,3,2,706,1.5,https://www.zhihu.com/question/1913280184074862999,1913280184074862999
京津冀协同发展,首都都市圈「导航」已开启，天津将如何发挥优势、拼出新「赛道」？,3,1,973,3.0,https://www.zhihu.com/question/2003786769192227412,2003786769192227412
京津冀协同发展,京雄通勤列车新增，北京雄安通勤时间缩短至 1 小时 5 分钟，这对京津冀协同发展有何意义？,2,2,4049,1.0,https://www.zhihu.com/question/1999811836107837470,1999811836107837470
京津冀协同发展,是不是有可能搞一个环渤海经济圈？,2,1,503,2.0,https://www.zhihu.com/question/1973847083330061976,1973847083330061976
京津冀协同发展,如何看待2026年初东方雨虹李卫国与京津片区合伙人共谋新篇？这对区域市场布局有何意义?,2,1,154,2.0,https://www.zhihu.com/question/1998407046278714415,1998407046278714415
雄安新区,报告解读雄安新区拔节生长，京津冀协同发展成果丰硕，有哪些具体成果值得关注？,1,2,78,0.5,https://www.zhihu.com/question/1999736783265616674,1999736783265616674
